 Iteration          f(x)      Gradient          Step       Eff. LR            LR 
       106      15.19854      13.84676       0.01238       0.04048       0.05000 
       107      15.06446      13.75758       0.01254       0.04058       0.05000 
       108      14.92855      14.20895       0.01267       0.04069       0.05000 
       109      14.78940      14.53426       0.01279       0.04079       0.05000 
       110      14.64608      14.42620       0.01294       0.04090       0.05000 
       111      14.49916      13.07813       0.01310       0.04100       0.05000 
       112      14.35219      14.04608       0.01327       0.04110       0.05000 
       113      14.20174      13.42654       0.01342       0.04119       0.05000 
       114      14.04988      14.06179       0.01353       0.04129       0.05000 
       115      13.89580      14.01966       0.01364       0.04139       0.05000 
       116      13.73999      13.14641       0.01377       0.04148       0.05000 
       117      13.58383      13.22073       0.01392       0.04158       0.05000 
       118      13.42595      12.72199       0.01406       0.04167       0.05000 
       119      13.26776      12.97839       0.01414       0.04176       0.05000 
       120      13.10964      12.99985       0.01420       0.04185       0.05000 
       121      12.95197      13.08597       0.01426       0.04194       0.05000 
       122      12.79410      12.35136       0.01432       0.04203       0.05000 
       123      12.63766      12.30802       0.01438       0.04212       0.05000 
       124      12.48212      12.06951       0.01441       0.04220       0.05000 
       125      12.32848      12.32799       0.01440       0.04229       0.05000 
       126      12.17651      12.34393       0.01437       0.04237       0.05000 
       127      12.02624      11.98076       0.01433       0.04245       0.05000 
       128      11.87837      11.54113       0.01430       0.04254       0.05000 
       129      11.73317      11.28014       0.01427       0.04262       0.05000 
       130      11.59074      11.13889       0.01422       0.04270       0.05000 
       131      11.45145      11.05635       0.01414       0.04278       0.05000 
       132      11.31562      10.86894       0.01404       0.04286       0.05000 
       133      11.18337      10.36125       0.01394       0.04293       0.05000 
       134      11.05506      10.16317       0.01385       0.04301       0.05000 
       135      10.93039       9.87068       0.01372       0.04308       0.05000 
       136      10.80987       9.85300       0.01357       0.04316       0.05000 
       137      10.69349       9.65459       0.01341       0.04323       0.05000 
       138      10.58127       9.33550       0.01324       0.04331       0.05000 
       139      10.47327       8.91193       0.01307       0.04338       0.05000 
       140      10.36957       8.71810       0.01290       0.04345       0.05000 
       141      10.26994       8.47706       0.01271       0.04352       0.05000 
       142      10.17451       8.37794       0.01251       0.04359       0.05000 
       143      10.08308       8.09216       0.01230       0.04366       0.05000 
       144       9.99572       7.81766       0.01209       0.04373       0.05000 
       145       9.91227       7.50608       0.01189       0.04379       0.05000 
       146       9.83264       7.32131       0.01168       0.04386       0.05000 
       147       9.75674       7.16936       0.01145       0.04393       0.05000 
       148       9.68448       6.99128       0.01123       0.04399       0.05000 
       149       9.61567       6.69475       0.01101       0.04405       0.05000 
       150       9.55018       6.48671       0.01079       0.04412       0.05000 
       151       9.48784       6.30669       0.01057       0.04418       0.05000 
       152       9.42855       6.19170       0.01035       0.04424       0.05000 
       153       9.37214       5.99087       0.01013       0.04430       0.05000 
       154       9.31847       5.74653       0.00992       0.04436       0.05000 
       155       9.26744       5.55962       0.00971       0.04442       0.05000 
       156       9.21884       5.38929       0.00952       0.04448       0.05000 
       157       9.17257       5.27841       0.00932       0.04454       0.05000 
       158       9.12845       5.14642       0.00913       0.04460       0.05000 
       159       9.08639       5.02044       0.00894       0.04466       0.05000 
       160       9.04626       4.87563       0.00875       0.04471       0.05000 
       161       9.00792       4.77052       0.00857       0.04477       0.05000 
       162       8.97126       4.66189       0.00840       0.04482       0.05000 
       163       8.93618       4.55371       0.00823       0.04488       0.05000 
       164       8.90255       4.40046       0.00808       0.04493       0.05000 
       165       8.87030       4.30086       0.00793       0.04499       0.05000 
       166       8.83932       4.22692       0.00778       0.04504       0.05000 
       167       8.80955       4.15824       0.00764       0.04509       0.05000 
       168       8.78090       4.05432       0.00751       0.04514       0.05000 
       169       8.75329       3.94380       0.00738       0.04520       0.05000 
       170       8.72669       3.87420       0.00726       0.04525       0.05000 
       171       8.70102       3.80346       0.00715       0.04530       0.05000 
       172       8.67624       3.74106       0.00704       0.04535       0.05000 
       173       8.65229       3.65192       0.00693       0.04539       0.05000 
       174       8.62914       3.57298       0.00683       0.04544       0.05000 
       175       8.60675       3.51085       0.00673       0.04549       0.05000 
       176       8.58508       3.45283       0.00663       0.04554       0.05000 
       177       8.56411       3.38727       0.00654       0.04558       0.05000 
       178       8.54380       3.29449       0.00646       0.04563       0.05000 
       179       8.52414       3.22761       0.00637       0.04568       0.05000 
       180       8.50509       3.17782       0.00629       0.04572       0.05000 
       181       8.48664       3.13187       0.00621       0.04577       0.05000 
       182       8.46877       3.06537       0.00613       0.04581       0.05000 
       183       8.45146       2.98985       0.00605       0.04585       0.05000 
       184       8.43469       2.93148       0.00598       0.04590       0.05000 
       185       8.41845       2.88115       0.00590       0.04594       0.05000 
       186       8.40272       2.82721       0.00583       0.04598       0.05000 
       187       8.38749       2.76106       0.00576       0.04603       0.05000 
       188       8.37275       2.69700       0.00569       0.04607       0.05000 
       189       8.35848       2.64836       0.00562       0.04611       0.05000 
       190       8.34467       2.60413       0.00554       0.04615       0.05000 
       191       8.33132       2.54651       0.00547       0.04619       0.05000 
       192       8.31840       2.48666       0.00541       0.04623       0.05000 
       193       8.30590       2.43361       0.00534       0.04627       0.05000 
       194       8.29382       2.39044       0.00527       0.04631       0.05000 
       195       8.28215       2.34480       0.00520       0.04634       0.05000 
       196       8.27086       2.28893       0.00513       0.04638       0.05000 
       197       8.25996       2.23580       0.00506       0.04642       0.05000 
       198       8.24943       2.18863       0.00500       0.04646       0.05000 
       199       8.23926       2.14472       0.00493       0.04649       0.05000 
       200       8.22945       2.09851       0.00486       0.04653       0.05000 
       201       8.21997       2.05203       0.00480       0.04657       0.05000 
       202       8.21082       2.00994       0.00473       0.04660       0.05000 
       203       8.20199       1.97128       0.00466       0.04664       0.05000 
       204       8.19348       1.92807       0.00460       0.04667       0.05000 
       205       8.18526       1.88311       0.00453       0.04671       0.05000 
       206       8.17734       1.84105       0.00447       0.04674       0.05000 
       207       8.16970       1.80199       0.00440       0.04677       0.05000 
       208       8.16233       1.76313       0.00434       0.04681       0.05000 
       209       8.15523       1.72523       0.00428       0.04684       0.05000 
       210       8.14838       1.68900       0.00421       0.04687       0.05000 
       211       8.14178       1.65358       0.00415       0.04691       0.05000 
       212       8.13542       1.61740       0.00409       0.04694       0.05000 
       213       8.12929       1.58103       0.00403       0.04697       0.05000 
       214       8.12339       1.54690       0.00397       0.04700       0.05000 
       215       8.11770       1.51502       0.00391       0.04703       0.05000 
       216       8.11221       1.48240       0.00385       0.04706       0.05000 
       217       8.10693       1.44917       0.00379       0.04709       0.05000 
       218       8.10184       1.41852       0.00373       0.04712       0.05000 
       219       8.09693       1.38979       0.00368       0.04715       0.05000 
       220       8.09221       1.35982       0.00362       0.04718       0.05000 
       221       8.08765       1.32977       0.00357       0.04721       0.05000 
       222       8.08326       1.30232       0.00351       0.04724       0.05000 
       223       8.07903       1.27634       0.00346       0.04727       0.05000 
       224       8.07495       1.24924       0.00340       0.04730       0.05000 
       225       8.07102       1.22149       0.00335       0.04732       0.05000 
       226       8.06723       1.19612       0.00330       0.04735       0.05000 
       227       8.06358       1.17316       0.00325       0.04738       0.05000 
       228       8.06005       1.14964       0.00320       0.04740       0.05000 
       229       8.05665       1.12569       0.00316       0.04743       0.05000 
       230       8.05336       1.10328       0.00311       0.04746       0.05000 
       231       8.05020       1.08210       0.00306       0.04748       0.05000 
       232       8.04714       1.06088       0.00302       0.04751       0.05000 
       233       8.04418       1.03933       0.00297       0.04754       0.05000 
       234       8.04133       1.01943       0.00293       0.04756       0.05000 
       235       8.03857       1.00117       0.00289       0.04759       0.05000 
       236       8.03590       0.98254       0.00284       0.04761       0.05000 
       237       8.03332       0.96405       0.00280       0.04763       0.05000 
       238       8.03082       0.94660       0.00277       0.04766       0.05000 
       239       8.02840       0.93018       0.00273       0.04768       0.05000 
       240       8.02606       0.91398       0.00269       0.04771       0.05000 
       241       8.02379       0.89777       0.00265       0.04773       0.05000 
       242       8.02159       0.88259       0.00262       0.04775       0.05000 
       243       8.01946       0.86782       0.00258       0.04778       0.05000 
       244       8.01739       0.85345       0.00255       0.04780       0.05000 
       245       8.01538       0.83986       0.00252       0.04782       0.05000 
       246       8.01343       0.82680       0.00249       0.04784       0.05000 
       247       8.01153       0.81416       0.00246       0.04787       0.05000 
       248       8.00968       0.80143       0.00243       0.04789       0.05000 
       249       8.00789       0.78950       0.00240       0.04791       0.05000 
       250       8.00614       0.77784       0.00237       0.04793       0.05000 
       251       8.00444       0.76658       0.00234       0.04795       0.05000 
       252       8.00278       0.75591       0.00232       0.04797       0.05000 
       253       8.00116       0.74585       0.00229       0.04799       0.05000 
       254       7.99958       0.73598       0.00227       0.04801       0.05000 
       255       7.99803       0.72602       0.00224       0.04803       0.05000 
       256       7.99653       0.71682       0.00222       0.04805       0.05000 
       257       7.99505       0.70787       0.00220       0.04807       0.05000 
       258       7.99361       0.69935       0.00218       0.04809       0.05000 
       259       7.99220       0.69081       0.00216       0.04811       0.05000 
       260       7.99082       0.68338       0.00214       0.04813       0.05000 
       261       7.98947       0.67559       0.00212       0.04815       0.05000 
       262       7.98814       0.66893       0.00210       0.04817       0.05000 
       263       7.98684       0.66184       0.00209       0.04819       0.05000 
       264       7.98556       0.65797       0.00207       0.04821       0.05000 
       265       7.98430       0.65408       0.00205       0.04823       0.05000 
       266       7.98307       0.66066       0.00204       0.04824       0.05000 
       267       7.98186       0.67794       0.00203       0.04826       0.05000 
       268       7.98067       0.74574       0.00201       0.04828       0.05000 
       269       7.97950       0.89784       0.00200       0.04830       0.05000 
       270       7.97836       1.26864       0.00199       0.04831       0.05000 
       271       7.97729       1.98910       0.00201       0.04833       0.05000 
       272       7.97638       3.39634       0.00203       0.04835       0.05000 
       273       7.97598       5.99552       0.00224       0.04837       0.05000 
       274       7.97729      10.90810       0.00271       0.04838       0.05000 
       275       7.98458      20.19965       0.00417       0.04840       0.05000 
       276       8.01373      38.10326       0.00716       0.04841       0.05000 
       277       8.12452      72.91039       0.01352       0.04843       0.05000 
       278       8.54239     140.60175       0.02545       0.04845       0.05000 
       279      10.03976     267.57532       0.04542       0.04846       0.05000 
       280      14.33891     467.84439       0.06795       0.04848       0.05000 
       281      19.86018     638.04068       0.07142       0.04849       0.05000 
       282      15.70935     509.33852       0.03522       0.04851       0.05000 
       283       8.03713      31.53415       0.02864       0.04852       0.05000 
       284      13.53610     423.22942       0.05441       0.04854       0.05000 
       285      12.72935     387.54068       0.02485       0.04855       0.05000 
       286       8.22006      74.82635       0.03288       0.04857       0.05000 
       287      12.79932     380.90125       0.04070       0.04858       0.05000 
       288       9.13713     181.28281       0.01195       0.04860       0.05000 
       289       9.87484     231.55007       0.03763       0.04861       0.05000 
       290      10.63593     272.00757       0.01797       0.04863       0.05000 
       291       8.28501      81.00611       0.02744       0.04864       0.05000 
       292      10.70943     274.32524       0.02606       0.04865       0.05000 
       293       8.20538      62.01343       0.01662       0.04867       0.05000 
       294       9.83934     222.80096       0.02758       0.04868       0.05000 
       295       8.66146     128.98729       0.01069       0.04869       0.05000 
       296       8.90568     153.11940       0.02522       0.04871       0.05000 
       297       9.02371     162.17746       0.01292       0.04872       0.05000 
       298       8.35425      90.40627       0.02028       0.04873       0.05000 
       299       9.06736     168.13191       0.01693       0.04875       0.05000 
       300       8.19064      56.98136       0.01550       0.04876       0.05000 
       301       8.81563     147.30908       0.01746       0.04877       0.05000 
       302       8.25868      70.97759       0.01260       0.04878       0.05000 
       303       8.49064     114.64611       0.01672       0.04880       0.05000 
       304       8.37346      90.52890       0.01298       0.04881       0.05000 
       305       8.25346      80.40875       0.01324       0.04882       0.05000 
       306       8.38592      96.84779       0.01476       0.04883       0.05000 
       307       8.16047      58.37556       0.00997       0.04884       0.05000 
       308       8.28106      85.80276       0.01459       0.04886       0.05000 
       309       8.18263      59.78834       0.00835       0.04887       0.05000 
       310       8.13015      64.44509       0.01361       0.04888       0.05000 
       311       8.23043      68.27593       0.00921       0.04889       0.05000 
       312       8.01758      38.12676       0.01030       0.04890       0.05000 
       313       8.22921      70.93063       0.01146       0.04891       0.05000 
       314       7.98693      23.17731       0.00663       0.04892       0.05000 
       315       8.15622      61.50949       0.01188       0.04893       0.05000 
       316       8.02260      34.10343       0.00320       0.04894       0.05000 
       317       8.05342      43.61691       0.01145       0.04896       0.05000 
       318       8.07371      46.87544       0.00410       0.04897       0.05000 
       319       7.97540      21.16274       0.00915       0.04898       0.05000 
       320       8.08786      50.53920       0.00669       0.04899       0.05000 
       321       7.95080       9.99677       0.00637       0.04900       0.05000 
       322       8.05378      43.70618       0.00771       0.04901       0.05000 
       323       7.96816      24.09112       0.00391       0.04902       0.05000 
       324       8.00208      31.52529       0.00760       0.04903       0.05000 
       325       7.98939      32.27738       0.00370       0.04904       0.05000 
       326       7.96777      22.26452       0.00632       0.04905       0.05000 
       327       7.98713      31.11376       0.00463       0.04906       0.05000 
       328       7.96083      24.22188       0.00488       0.04907       0.05000 
       329       7.96816      23.61778       0.00471       0.04908       0.05000 
       330       7.96143      26.89839       0.00436       0.04908       0.05000 
       331       7.95589      20.38493       0.00410       0.04909       0.05000 
       332       7.95109      22.15598       0.00406       0.04910       0.05000 
       333       7.95672      24.62447       0.00388       0.04911       0.05000 
       334       7.93664      12.34074       0.00337       0.04912       0.05000 
       335       7.95429      25.89276       0.00397       0.04913       0.05000 
       336       7.93547      13.14433       0.00236       0.04914       0.05000 
       337       7.93844      18.32862       0.00394       0.04915       0.05000 
       338       7.94394      21.45285       0.00252       0.04916       0.05000 
       339       7.92425       4.31339       0.00280       0.04916       0.05000 
       340       7.94227      21.88766       0.00341       0.04917       0.05000 
       341       7.92599      10.36772       0.00184       0.04918       0.05000 
       342       7.92838      13.30181       0.00317       0.04919       0.05000 
       343       7.93252      17.68554       0.00231       0.04920       0.05000 
       344       7.92011       4.14053       0.00248       0.04921       0.05000 
       345       7.92842      15.43918       0.00269       0.04921       0.05000 
       346       7.92230      11.27273       0.00205       0.04922       0.05000 
       347       7.92030       8.09329       0.00259       0.04923       0.05000 
       348       7.92222      12.79393       0.00222       0.04924       0.05000 
       349       7.91825       8.30547       0.00225       0.04925       0.05000 
       350       7.91793       8.59380       0.00221       0.04925       0.05000 
       351       7.91677       9.48005       0.00225       0.04926       0.05000 
       352       7.91627       8.14451       0.00218       0.04927       0.05000 
       353       7.91356       6.31095       0.00190       0.04928       0.05000 
       354       7.91382       8.08371       0.00237       0.04928       0.05000 
       355       7.91335       7.43786       0.00190       0.04929       0.05000 
       356       7.90982       3.58181       0.00186       0.04930       0.05000 
       357       7.91161       7.67097       0.00232       0.04930       0.05000 
       358       7.90987       6.00209       0.00168       0.04931       0.05000 
       359       7.90722       2.11955       0.00189       0.04932       0.05000 
       360       7.90903       7.05575       0.00215       0.04932       0.05000 
       361       7.90677       4.75881       0.00161       0.04933       0.05000 
       362       7.90516       2.33077       0.00187       0.04934       0.05000 
       363       7.90616       6.00636       0.00197       0.04934       0.05000 
       364       7.90424       4.24535       0.00164       0.04935       0.05000 
       365       7.90319       2.88745       0.00178       0.04936       0.05000 
       366       7.90329       4.69589       0.00181       0.04936       0.05000 
       367       7.90205       4.13679       0.00167       0.04937       0.05000 
       368       7.90123       3.43818       0.00169       0.04938       0.05000 
       369       7.90063       3.29703       0.00169       0.04938       0.05000 
       370       7.89989       3.84422       0.00170       0.04939       0.05000 
       371       7.89930       3.92497       0.00165       0.04940       0.05000 
       372       7.89826       2.22176       0.00161       0.04940       0.05000 
       373       7.89763       2.98694       0.00169       0.04941       0.05000 
       374       7.89732       4.13024       0.00164       0.04941       0.05000 
       375       7.89620       2.28272       0.00158       0.04942       0.05000 
       376       7.89538       1.54350       0.00165       0.04943       0.05000 
       377       7.89516       3.65627       0.00165       0.04943       0.05000 
       378       7.89431       2.95167       0.00161       0.04944       0.05000 
       379       7.89331       0.65012       0.00161       0.04944       0.05000 
       380       7.89289       2.46146       0.00163       0.04945       0.05000 
       381       7.89232       2.96528       0.00164       0.04945       0.05000 
       382       7.89144       1.82765       0.00161       0.04946       0.05000 
       383       7.89077       1.45016       0.00162       0.04946       0.05000 
       384       7.89018       2.03707       0.00165       0.04947       0.05000 
       385       7.88948       2.02487       0.00163       0.04948       0.05000 
       386       7.88883       1.81144       0.00164       0.04948       0.05000 
       387       7.88815       1.49817       0.00164       0.04949       0.05000 
       388       7.88741       1.10989       0.00161       0.04949       0.05000 
       389       7.88679       1.45996       0.00165       0.04950       0.05000 
       390       7.88621       1.82830       0.00167       0.04950       0.05000 
       391       7.88548       1.42014       0.00163       0.04951       0.05000 
       392       7.88473       0.48384       0.00163       0.04951       0.05000 
       393       7.88411       0.98040       0.00167       0.04952       0.05000 
       394       7.88352       1.52649       0.00167       0.04952       0.05000 
       395       7.88283       1.39184       0.00166       0.04953       0.05000 
       396       7.88211       1.02537       0.00166       0.04953       0.05000 
       397       7.88145       0.93674       0.00166       0.04954       0.05000 
       398       7.88079       0.93894       0.00168       0.04954       0.05000 
       399       7.88012       0.97294       0.00168       0.04954       0.05000 
       400       7.87946       1.15146       0.00167       0.04955       0.05000 
