 Iteration          f(x)      Gradient          Step       Eff. LR            LR 
        52      21.82342     136.40832       0.01459       0.03203       0.05000 
        53      21.97823     129.92187       0.01183       0.03225       0.05000 
        54      22.61276     179.80934       0.00934       0.03247       0.05000 
        55      22.75756     204.18416       0.01064       0.03268       0.05000 
        56      21.94195     169.37074       0.01381       0.03289       0.05000 
        57      20.89306      85.88878       0.01492       0.03310       0.05000 
        58      20.64803      63.81473       0.01283       0.03331       0.05000 
        59      21.15590     131.63493       0.00918       0.03351       0.05000 
        60      21.51363     151.12708       0.00737       0.03371       0.05000 
        61      21.36798     121.93912       0.00802       0.03390       0.05000 
        62      21.11826      94.62781       0.00880       0.03410       0.05000 
        63      20.99774     103.08520       0.00944       0.03429       0.05000 
        64      20.86207     107.08185       0.00996       0.03448       0.05000 
        65      20.67493      88.26854       0.00968       0.03467       0.05000 
        66      20.60092      66.96698       0.00827       0.03485       0.05000 
        67      20.71101      76.91168       0.00626       0.03503       0.05000 
        68      20.82964      96.61921       0.00537       0.03521       0.05000 
        69      20.73384      91.04829       0.00645       0.03539       0.05000 
        70      20.49055      61.65291       0.00739       0.03556       0.05000 
        71      20.35458      50.98917       0.00720       0.03573       0.05000 
        72      20.36020      65.09307       0.00661       0.03590       0.05000 
        73      20.36909      63.45542       0.00625       0.03607       0.05000 
        74      20.36674      54.85848       0.00577       0.03623       0.05000 
        75      20.38900      59.45022       0.00521       0.03639       0.05000 
        76      20.37977      63.46151       0.00511       0.03655       0.05000 
        77      20.30149      55.43145       0.00536       0.03671       0.05000 
        78      20.21435      39.87630       0.00529       0.03687       0.05000 
        79      20.19562      35.66651       0.00465       0.03702       0.05000 
        80      20.23085      49.03028       0.00416       0.03717       0.05000 
        81      20.22472      52.60645       0.00463       0.03732       0.05000 
        82      20.15871      39.44795       0.00510       0.03747       0.05000 
        83      20.11188      31.01917       0.00490       0.03761       0.05000 
        84      20.10011      37.15179       0.00452       0.03776       0.05000 
        85      20.07923      35.12625       0.00431       0.03790       0.05000 
        86      20.05735      27.87844       0.00404       0.03804       0.05000 
        87      20.05503      30.80791       0.00387       0.03818       0.05000 
        88      20.04717      35.26828       0.00409       0.03831       0.05000 
        89      20.01338      29.87649       0.00441       0.03845       0.05000 
        90      19.97902      17.89308       0.00438       0.03858       0.05000 
        91      19.97390      22.03243       0.00404       0.03871       0.05000 
        92      19.97548      30.69886       0.00391       0.03884       0.05000 
        93      19.94941      25.44823       0.00411       0.03897       0.05000 
        94      19.91659      15.06543       0.00421       0.03909       0.05000 
        95      19.90206      20.17506       0.00425       0.03922       0.05000 
        96      19.88847      22.62133       0.00437       0.03934       0.05000 
        97      19.86753      16.74316       0.00437       0.03946       0.05000 
        98      19.85369      14.93106       0.00412       0.03958       0.05000 
        99      19.84631      19.31320       0.00385       0.03970       0.05000 
       100      19.83032      19.05705       0.00382       0.03981       0.05000 
       101      19.80518      12.68184       0.00390       0.03993       0.05000 
       102      19.78751      11.41565       0.00386       0.04004       0.05000 
       103      19.77892      16.45227       0.00385       0.04015       0.05000 
       104      19.76478      15.69072       0.00399       0.04026       0.05000 
       105      19.74501      12.17952       0.00406       0.04037       0.05000 
       106      19.72728      12.19405       0.00403       0.04048       0.05000 
       107      19.71065      12.14282       0.00401       0.04058       0.05000 
       108      19.69394      10.61704       0.00402       0.04069       0.05000 
       109      19.67891      10.14170       0.00406       0.04079       0.05000 
       110      19.66494      11.78475       0.00412       0.04090       0.05000 
       111      19.64847      11.57190       0.00419       0.04100       0.05000 
       112      19.63010       8.78162       0.00421       0.04110       0.05000 
       113      19.61396       9.46316       0.00416       0.04119       0.05000 
       114      19.59839      10.31783       0.00413       0.04129       0.05000 
       115      19.58162       8.36434       0.00414       0.04139       0.05000 
       116      19.56571       8.64872       0.00418       0.04148       0.05000 
       117      19.54948       9.57103       0.00426       0.04158       0.05000 
       118      19.53156       7.98290       0.00434       0.04167       0.05000 
       119      19.51407       6.55885       0.00436       0.04176       0.05000 
       120      19.49824       7.94149       0.00432       0.04185       0.05000 
       121      19.48190       8.40216       0.00429       0.04194       0.05000 
       122      19.46421       6.92555       0.00429       0.04203       0.05000 
       123      19.44715       7.25826       0.00432       0.04212       0.05000 
       124      19.43033       7.83640       0.00437       0.04220       0.05000 
       125      19.41275       6.55475       0.00441       0.04229       0.05000 
       126      19.39540       6.14852       0.00443       0.04237       0.05000 
       127      19.37816       6.73196       0.00443       0.04245       0.05000 
       128      19.36029       6.39908       0.00445       0.04254       0.05000 
       129      19.34227       5.84154       0.00449       0.04262       0.05000 
       130      19.32472       6.44987       0.00454       0.04270       0.05000 
       131      19.30693       6.59936       0.00460       0.04278       0.05000 
       132      19.28863       5.72960       0.00462       0.04286       0.05000 
       133      19.27065       5.84750       0.00461       0.04293       0.05000 
       134      19.25263       6.11576       0.00459       0.04301       0.05000 
       135      19.23412       5.71002       0.00459       0.04308       0.05000 
       136      19.21561       5.68701       0.00462       0.04316       0.05000 
       137      19.19712       5.95687       0.00469       0.04323       0.05000 
       138      19.17833       5.65541       0.00476       0.04331       0.05000 
       139      19.15944       5.29630       0.00479       0.04338       0.05000 
       140      19.14068       5.57881       0.00480       0.04345       0.05000 
       141      19.12164       5.49150       0.00482       0.04352       0.05000 
       142      19.10239       5.32534       0.00484       0.04359       0.05000 
       143      19.08315       5.56380       0.00488       0.04366       0.05000 
       144      19.06378       5.59810       0.00491       0.04373       0.05000 
       145      19.04426       5.47637       0.00492       0.04379       0.05000 
       146      19.02463       5.43712       0.00493       0.04386       0.05000 
       147      19.00484       5.36267       0.00495       0.04393       0.05000 
       148      18.98489       5.23833       0.00498       0.04399       0.05000 
       149      18.96490       5.36423       0.00502       0.04405       0.05000 
       150      18.94475       5.40304       0.00505       0.04412       0.05000 
       151      18.92444       5.29425       0.00508       0.04418       0.05000 
       152      18.90403       5.30487       0.00511       0.04424       0.05000 
       153      18.88348       5.26465       0.00513       0.04430       0.05000 
       154      18.86278       5.20622       0.00516       0.04436       0.05000 
       155      18.84199       5.27801       0.00520       0.04442       0.05000 
       156      18.82103       5.31334       0.00524       0.04448       0.05000 
       157      18.79990       5.20278       0.00527       0.04454       0.05000 
       158      18.77866       5.19684       0.00530       0.04460       0.05000 
       159      18.75730       5.23187       0.00532       0.04466       0.05000 
       160      18.73576       5.23379       0.00534       0.04471       0.05000 
       161      18.71411       5.28276       0.00537       0.04477       0.05000 
       162      18.69231       5.29423       0.00541       0.04482       0.05000 
       163      18.67034       5.23780       0.00544       0.04488       0.05000 
       164      18.64823       5.22841       0.00546       0.04493       0.05000 
       165      18.62597       5.24660       0.00549       0.04499       0.05000 
       166      18.60355       5.24478       0.00551       0.04504       0.05000 
       167      18.58098       5.27185       0.00554       0.04509       0.05000 
       168      18.55826       5.25810       0.00557       0.04514       0.05000 
       169      18.53536       5.21084       0.00560       0.04520       0.05000 
       170      18.51232       5.19510       0.00564       0.04525       0.05000 
       171      18.48912       5.20330       0.00567       0.04530       0.05000 
       172      18.46574       5.21706       0.00571       0.04535       0.05000 
       173      18.44220       5.24956       0.00575       0.04539       0.05000 
       174      18.41849       5.25656       0.00578       0.04544       0.05000 
       175      18.39462       5.24859       0.00580       0.04549       0.05000 
       176      18.37057       5.24699       0.00583       0.04554       0.05000 
       177      18.34634       5.25086       0.00586       0.04558       0.05000 
       178      18.32194       5.26558       0.00589       0.04563       0.05000 
       179      18.29736       5.27959       0.00593       0.04568       0.05000 
       180      18.27259       5.27308       0.00596       0.04572       0.05000 
       181      18.24764       5.25824       0.00600       0.04577       0.05000 
       182      18.22250       5.25141       0.00603       0.04581       0.05000 
       183      18.19717       5.25868       0.00606       0.04585       0.05000 
       184      18.17165       5.28125       0.00610       0.04590       0.05000 
       185      18.14593       5.29124       0.00613       0.04594       0.05000 
       186      18.12002       5.28437       0.00617       0.04598       0.05000 
       187      18.09390       5.28096       0.00620       0.04603       0.05000 
       188      18.06758       5.28403       0.00624       0.04607       0.05000 
       189      18.04105       5.29438       0.00628       0.04611       0.05000 
       190      18.01432       5.30635       0.00631       0.04615       0.05000 
       191      17.98737       5.30725       0.00635       0.04619       0.05000 
       192      17.96020       5.30757       0.00639       0.04623       0.05000 
       193      17.93281       5.31529       0.00642       0.04627       0.05000 
       194      17.90521       5.32610       0.00646       0.04631       0.05000 
       195      17.87737       5.33633       0.00650       0.04634       0.05000 
       196      17.84931       5.34036       0.00654       0.04638       0.05000 
       197      17.82102       5.33873       0.00658       0.04642       0.05000 
       198      17.79248       5.34100       0.00661       0.04646       0.05000 
       199      17.76371       5.34843       0.00665       0.04649       0.05000 
       200      17.73469       5.35866       0.00669       0.04653       0.05000 
       201      17.70543       5.36816       0.00674       0.04657       0.05000 
       202      17.67591       5.37338       0.00678       0.04660       0.05000 
       203      17.64614       5.37745       0.00682       0.04664       0.05000 
       204      17.61611       5.38326       0.00686       0.04667       0.05000 
       205      17.58581       5.39163       0.00690       0.04671       0.05000 
       206      17.55525       5.40057       0.00694       0.04674       0.05000 
       207      17.52442       5.40554       0.00699       0.04677       0.05000 
       208      17.49331       5.40827       0.00703       0.04681       0.05000 
       209      17.46191       5.41609       0.00708       0.04684       0.05000 
       210      17.43024       5.42956       0.00712       0.04687       0.05000 
       211      17.39827       5.44287       0.00717       0.04691       0.05000 
       212      17.36601       5.44981       0.00721       0.04694       0.05000 
       213      17.33345       5.45314       0.00726       0.04697       0.05000 
       214      17.30058       5.45919       0.00731       0.04700       0.05000 
       215      17.26741       5.46889       0.00735       0.04703       0.05000 
       216      17.23392       5.47958       0.00740       0.04706       0.05000 
       217      17.20011       5.48908       0.00745       0.04709       0.05000 
       218      17.16597       5.49690       0.00750       0.04712       0.05000 
       219      17.13151       5.50444       0.00755       0.04715       0.05000 
       220      17.09671       5.51324       0.00760       0.04718       0.05000 
       221      17.06157       5.52395       0.00765       0.04721       0.05000 
       222      17.02608       5.53444       0.00771       0.04724       0.05000 
       223      16.99024       5.54297       0.00776       0.04727       0.05000 
       224      16.95404       5.55183       0.00781       0.04730       0.05000 
       225      16.91747       5.56301       0.00787       0.04732       0.05000 
       226      16.88054       5.57539       0.00792       0.04735       0.05000 
       227      16.84323       5.58644       0.00798       0.04738       0.05000 
       228      16.80553       5.59576       0.00803       0.04740       0.05000 
       229      16.76745       5.60516       0.00809       0.04743       0.05000 
       230      16.72897       5.61581       0.00815       0.04746       0.05000 
       231      16.69009       5.62771       0.00821       0.04748       0.05000 
       232      16.65080       5.63950       0.00827       0.04751       0.05000 
       233      16.61109       5.64999       0.00833       0.04754       0.05000 
       234      16.57096       5.66036       0.00839       0.04756       0.05000 
       235      16.53040       5.67234       0.00845       0.04759       0.05000 
       236      16.48940       5.68536       0.00851       0.04761       0.05000 
       237      16.44796       5.69772       0.00858       0.04763       0.05000 
       238      16.40606       5.70940       0.00864       0.04766       0.05000 
       239      16.36371       5.72126       0.00871       0.04768       0.05000 
       240      16.32089       5.73353       0.00877       0.04771       0.05000 
       241      16.27759       5.74647       0.00884       0.04773       0.05000 
       242      16.23382       5.75993       0.00891       0.04775       0.05000 
       243      16.18955       5.77270       0.00898       0.04778       0.05000 
       244      16.14478       5.78468       0.00905       0.04780       0.05000 
       245      16.09951       5.79750       0.00912       0.04782       0.05000 
       246      16.05372       5.81133       0.00919       0.04784       0.05000 
       247      16.00741       5.82480       0.00927       0.04787       0.05000 
       248      15.96057       5.83798       0.00934       0.04789       0.05000 
       249      15.91319       5.85172       0.00942       0.04791       0.05000 
       250      15.86526       5.86576       0.00950       0.04793       0.05000 
       251      15.81677       5.87985       0.00957       0.04795       0.05000 
       252      15.76772       5.89415       0.00965       0.04797       0.05000 
       253      15.71809       5.90808       0.00973       0.04799       0.05000 
       254      15.66788       5.92174       0.00982       0.04801       0.05000 
       255      15.61707       5.93626       0.00990       0.04803       0.05000 
       256      15.56567       5.95143       0.00998       0.04805       0.05000 
       257      15.51365       5.96608       0.01007       0.04807       0.05000 
       258      15.46101       5.98034       0.01015       0.04809       0.05000 
       259      15.40773       5.99487       0.01024       0.04811       0.05000 
       260      15.35382       6.00985       0.01033       0.04813       0.05000 
       261      15.29926       6.02535       0.01042       0.04815       0.05000 
       262      15.24405       6.04079       0.01051       0.04817       0.05000 
       263      15.18816       6.05562       0.01061       0.04819       0.05000 
       264      15.13160       6.07064       0.01070       0.04821       0.05000 
       265      15.07434       6.08635       0.01080       0.04823       0.05000 
       266      15.01639       6.10203       0.01089       0.04824       0.05000 
       267      14.95774       6.11747       0.01099       0.04826       0.05000 
       268      14.89837       6.13296       0.01109       0.04828       0.05000 
       269      14.83827       6.14857       0.01119       0.04830       0.05000 
       270      14.77743       6.16453       0.01129       0.04831       0.05000 
       271      14.71585       6.18057       0.01140       0.04833       0.05000 
       272      14.65352       6.19626       0.01150       0.04835       0.05000 
       273      14.59042       6.21217       0.01161       0.04837       0.05000 
       274      14.52655       6.22851       0.01171       0.04838       0.05000 
       275      14.46189       6.24464       0.01182       0.04840       0.05000 
       276      14.39644       6.26060       0.01193       0.04841       0.05000 
       277      14.33019       6.27670       0.01205       0.04843       0.05000 
       278      14.26313       6.29296       0.01216       0.04845       0.05000 
       279      14.19525       6.30939       0.01227       0.04846       0.05000 
       280      14.12654       6.32565       0.01239       0.04848       0.05000 
       281      14.05700       6.34171       0.01250       0.04849       0.05000 
       282      13.98660       6.35804       0.01262       0.04851       0.05000 
       283      13.91536       6.37447       0.01274       0.04852       0.05000 
       284      13.84325       6.39079       0.01286       0.04854       0.05000 
       285      13.77028       6.40709       0.01298       0.04855       0.05000 
       286      13.69643       6.42330       0.01310       0.04857       0.05000 
       287      13.62169       6.43956       0.01323       0.04858       0.05000 
       288      13.54607       6.45582       0.01335       0.04860       0.05000 
       289      13.46955       6.47192       0.01348       0.04861       0.05000 
       290      13.39212       6.48806       0.01361       0.04863       0.05000 
       291      13.31379       6.50414       0.01373       0.04864       0.05000 
       292      13.23455       6.52008       0.01386       0.04865       0.05000 
       293      13.15439       6.53592       0.01399       0.04867       0.05000 
       294      13.07331       6.55164       0.01412       0.04868       0.05000 
       295      12.99130       6.56733       0.01425       0.04869       0.05000 
       296      12.90837       6.58284       0.01438       0.04871       0.05000 
       297      12.82450       6.59806       0.01451       0.04872       0.05000 
       298      12.73971       6.61319       0.01465       0.04873       0.05000 
       299      12.65399       6.62818       0.01478       0.04875       0.05000 
       300      12.56733       6.64295       0.01491       0.04876       0.05000 
       301      12.47974       6.65739       0.01505       0.04877       0.05000 
       302      12.39123       6.67160       0.01518       0.04878       0.05000 
       303      12.30179       6.68561       0.01531       0.04880       0.05000 
       304      12.21143       6.69921       0.01545       0.04881       0.05000 
       305      12.12015       6.71247       0.01558       0.04882       0.05000 
       306      12.02796       6.72541       0.01571       0.04883       0.05000 
       307      11.93487       6.73796       0.01585       0.04884       0.05000 
       308      11.84088       6.75000       0.01598       0.04886       0.05000 
       309      11.74601       6.76160       0.01611       0.04887       0.05000 
       310      11.65027       6.77280       0.01624       0.04888       0.05000 
       311      11.55366       6.78344       0.01637       0.04889       0.05000 
       312      11.45620       6.79346       0.01650       0.04890       0.05000 
       313      11.35792       6.80288       0.01662       0.04891       0.05000 
       314      11.25881       6.81172       0.01675       0.04892       0.05000 
       315      11.15891       6.81987       0.01687       0.04893       0.05000 
       316      11.05824       6.82729       0.01699       0.04894       0.05000 
       317      10.95680       6.83396       0.01711       0.04896       0.05000 
       318      10.85463       6.83985       0.01723       0.04897       0.05000 
       319      10.75176       6.84491       0.01735       0.04898       0.05000 
       320      10.64820       6.84912       0.01746       0.04899       0.05000 
       321      10.54398       6.85247       0.01757       0.04900       0.05000 
       322      10.43914       6.85474       0.01768       0.04901       0.05000 
       323      10.33371       6.85625       0.01778       0.04902       0.05000 
       324      10.22771       6.85642       0.01789       0.04903       0.05000 
       325      10.12119       6.85631       0.01798       0.04904       0.05000 
       326      10.01417       6.85365       0.01808       0.04905       0.05000 
       327       9.90670       6.85309       0.01817       0.04906       0.05000 
       328       9.79881       6.84601       0.01826       0.04907       0.05000 
       329       9.69054       6.85284       0.01834       0.04908       0.05000 
       330       9.58193       6.84277       0.01842       0.04908       0.05000 
       331       9.47304       6.93281       0.01850       0.04909       0.05000 
       332       9.36392       7.10513       0.01858       0.04910       0.05000 
       333       9.25492       8.40077       0.01864       0.04911       0.05000 
       334       9.14692      12.39534       0.01879       0.04912       0.05000 
       335       9.04623      25.38072       0.01898       0.04913       0.05000 
       336       8.98495      57.52074       0.02057       0.04914       0.05000 
       337       9.16536     139.39449       0.02650       0.04915       0.05000 
       338      10.81581     344.51911       0.05005       0.04916       0.05000 
       339      20.72481     823.64689       0.09641       0.04916       0.05000 
       340      52.35486    1582.52962       0.13298       0.04917       0.05000 
       341      53.82154    1550.20919       0.07864       0.04918       0.05000 
       342       9.84445     191.69852       0.06438       0.04919       0.05000 
       343      43.48396    1395.53806       0.09685       0.04920       0.05000 
       344      19.63900     728.02776       0.04220       0.04921       0.05000 
       345      24.92189     926.72765       0.08587       0.04921       0.05000 
       346      22.62682     820.82028       0.04329       0.04922       0.05000 
       347      17.13411     659.12877       0.07409       0.04923       0.05000 
       348      21.29796     756.79536       0.04395       0.04924       0.05000 
       349      14.20174     520.57092       0.06570       0.04925       0.05000 
       350      18.34052     644.11012       0.03916       0.04925       0.05000 
       351      13.34871     480.61332       0.05809       0.04926       0.05000 
       352      15.47607     530.72028       0.03850       0.04927       0.05000 
       353      13.20421     463.03162       0.05155       0.04928       0.05000 
       354      12.67382     390.42083       0.03510       0.04928       0.05000 
       355      13.37147     476.78601       0.04486       0.04929       0.05000 
       356      10.71075     272.18520       0.03272       0.04930       0.05000 
       357      13.03816     452.49614       0.04006       0.04930       0.05000 
       358       9.55946     176.17421       0.03335       0.04931       0.05000 
       359      12.37617     425.42207       0.03328       0.04932       0.05000 
       360       9.12333     153.53727       0.03325       0.04932       0.05000 
       361      11.22252     359.72368       0.02846       0.04933       0.05000 
       362       9.25143     191.09688       0.03322       0.04934       0.05000 
       363       9.98839     285.30462       0.02441       0.04934       0.05000 
       364       9.42232     231.66729       0.03032       0.04935       0.05000 
       365       8.94666     206.10404       0.02398       0.04936       0.05000 
       366       9.48312     252.42284       0.02609       0.04936       0.05000 
       367       8.21730     131.84881       0.02482       0.04937       0.05000 
       368       9.28198     254.28526       0.02200       0.04938       0.05000 
       369       7.85194      88.43252       0.02571       0.04938       0.05000 
       370       8.85007     231.92951       0.01856       0.04939       0.05000 
       371       7.74545      89.57258       0.02539       0.04940       0.05000 
       372       8.29026     199.20973       0.01775       0.04940       0.05000 
       373       7.72755     112.79422       0.02437       0.04941       0.05000 
       374       7.75073     154.66236       0.01620       0.04941       0.05000 
       375       7.68019     127.57759       0.02314       0.04942       0.05000 
       376       7.33814     113.25194       0.01945       0.04943       0.05000 
       377       7.52694     129.49184       0.02130       0.04943       0.05000 
       378       7.04874      84.46613       0.01918       0.04944       0.05000 
       379       7.30369     122.93592       0.01861       0.04944       0.05000 
       380       6.84109      64.54185       0.02121       0.04945       0.05000 
       381       7.03320     110.42473       0.01770       0.04945       0.05000 
       382       6.69258      58.83489       0.02073       0.04946       0.05000 
       383       6.74585      91.09830       0.01582       0.04946       0.05000 
       384       6.56638      64.59810       0.02171       0.04947       0.05000 
       385       6.47385      69.49865       0.01651       0.04948       0.05000 
       386       6.42072      62.28282       0.02044       0.04948       0.05000 
       387       6.23931      48.99490       0.01572       0.04949       0.05000 
       388       6.26540      66.46092       0.02021       0.04949       0.05000 
       389       6.02892      36.69038       0.01646       0.04950       0.05000 
       390       6.09408      62.23054       0.01919       0.04950       0.05000 
       391       5.86370      34.07366       0.01612       0.04951       0.05000 
       392       5.93055      72.45265       0.01887       0.04951       0.05000 
       393       5.77049      69.10462       0.01933       0.04952       0.05000 
       394       5.92573     101.62961       0.02548       0.04952       0.05000 
       395       6.14360     155.40598       0.03149       0.04953       0.05000 
       396       7.25662     275.82377       0.04612       0.04953       0.05000 
       397      10.22959     454.71879       0.06806       0.04954       0.05000 
       398      16.38013     692.23156       0.08968       0.04954       0.05000 
       399      22.40735     855.72953       0.08185       0.04954       0.05000 
       400      14.87310     661.65919       0.04300       0.04955       0.05000 
